,text,entity_indices,entities,labels,relations,edges
4321,Cold sores or fever blisters are caused by the herpes simplex virus and are usually relatively easy to identify,"(1, 11)","['Cold sores', 'virus']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4322,The trainer touched the scorpion lightly with the end of a straw and it lifted its tail up,"(1, 8)","['trainer', 'end']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4323,Suddenly they were in Oxford Street amid a throng of shoppers,"(8, 10)","['throng', 'shoppers']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4324,The head-phone of the ear pad system is provided with a head band which is formed into an approximately U-shape mounted on a head top portion of a user,"(1, 6)","['head-phone', 'system']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4325,The coat was evolved from the cassock a loose knee-length coat with buttons all the way down the front,"(1, 6)","['coat', 'cassock']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4326,Many Japanese companies have been moving into developing countries for cheap labor,"(2, 8)","['companies', 'countries']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4327,His parents have been dragged into his alleged life insurance fraud,"(1, 10)","['parents', 'fraud']",Other,['Other'],NA
4328,The Canadian author sixth book is a domestic tragicomedy about love alcoholism and failed families,"(2, 4)","['author', 'book']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4329,It creates projects having to do with social justice and environmental justice,"(2, 8)","['projects', 'social justice']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4330,Biology is the natural science concerned with the study of life and living organisms,"(4, 8)","['natural science', 'study']",Other,['Other'],NA
4331,Sounds like the rug got pulled out from the original plans,"(3, 10)","['rug', 'plans']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4332,She formed the dough into a round loaf and placed the dough in a greased nine-inch metal pie pan,"(11, 18)","['dough', 'pie pan']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4333,This predictable dynamic has recently been established in the research literature,"(2, 10)","['dynamic', 'literature']","Message-Topic(e2,e1)",['Message-Topic'],"(e2,e1)"
4334,Some of them breed in the rice-field while other fish enter the field through tidal action,"(9, 15)","['fish', 'tidal action']",Other,['Other'],NA
4335,The plastic bottle contained a working Shake-N-Bake method meth lab,"(2, 9)","['plastic bottle', 'meth lab']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
4336,Editor resigns from student newspaper after publication of controversial cartoon,"(0, 4)","['Editor', 'newspaper']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4337,In a staggering lapse of judgment the National Research Council let its panel of hydrogen advocates publish a deeply flawed report trashing plug-in hybrids,"(12, 15)","['panel', 'advocates']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4338,Real shepherds use trebuchets,"(1, 3)","['shepherds', 'trebuchets']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4339,This particular elliptical machine has a dual grip heart rate monitor so that when you get the Power Intensity Ramp on full stride you can keep track of how your heart is reacting to your workout,"(3, 10)","['machine', 'monitor']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4340,That car had a number of GPS sensors and lasers a camera and other equipment to help it make its way through the course,"(1, 11)","['car', 'camera']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4341,The elevator operator is a meditation on the simultaneous power and futility of hope,"(1, 2)","['elevator', 'operator']","Instrument-Agency(e1,e2)",['Instrument-Agency'],"(e1,e2)"
4342,The Gatotsu stance itself is done by holding the blade by the hilt in the left hand and poising the right hand above the tip of the blade,"(9, 12)","['blade', 'hilt']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4343,A gunman pumped a bullet into his right leg and fled his Northwest Side convenience store with several hundred dollars,"(1, 8)","['gunman', 'leg']",Other,['Other'],NA
4344,For the zillionth time in a Hindi film a bride runs away from the pheras on her wedding day,"(9, 14)","['bride', 'pheras']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4345,As the little black train goes from station to station Driver Zach picks up more and more silly passengers,"(4, 7)","['train', 'station']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4346,This is facilitated through regular colloquia on the subject of language and society as well as through a diverse curriculum of courses offered toward the CLASP Graduate Certificate,"(5, 10)","['colloquia', 'language']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4347,So when the plants came up and bore grain then the weeds appeared also,"(3, 8)","['plants', 'grain']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4348,Overall the findings on class work discourse point out invariant teacher-student interactions,"(2, 11)","['findings', 'interactions']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4349,An attorney of law and his two sons who are public prosecutors accompanied by a mob of about 50 thugs attacked an historical Roman Orthodox church in Rasheed Egypt,"(15, 19)","['mob', 'thugs']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4350,The inquiry was confined to investigating marine safety issues,"(1, 8)","['inquiry', 'safety issues']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4351,Her son Trent remade for his father the dish cooked at the school that day,"(1, 8)","['son', 'dish']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
4352,In the past three to four years many industry people have come into the venture world,"(9, 15)","['people', 'world']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4353,And those are guys running on the exact same legs made by the same company,"(9, 14)","['legs', 'company']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
4354,The quarrel during the night of the crime was caused by money,"(1, 11)","['quarrel', 'money']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4355,The manuscript has been the object of intense study by many professional and amateur cryptographers,"(1, 8)","['manuscript', 'study']",Other,['Other'],NA
4356,Shigang Chen and Liman Wei both of Santa Clara Calif and Partha Bhattacharya of Cupertino Calif have developed a method for removing redundancies from a list of data structures,"(25, 28)","['list', 'data structures']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4357,It was a concept car displayed by BMW in 2007 at several international motor shows,"(4, 14)","['concept car', 'motor shows']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4358,Infamous criminal skull was handed over to the authorities,"(2, 8)","['skull', 'authorities']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4359,Sinusitis is the inflammation of the sinuses caused by a bacterial infection,"(0, 11)","['Sinusitis', 'infection']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4360,Enigmatic discoveries of dark matter a few decades ago and of dark energy a few years ago have thrown physics into turmoil,"(19, 21)","['physics', 'turmoil']",Other,['Other'],NA
4361,Notwithstanding the use of special assembly techniques it is currently quite common to find downstream of the assembly line known radiator caps with the small spring of the low-pressure valve imperfectly aligned with one of its necessary bearing surfaces and/or with the shutter which leads to unpredictable operation of the radiator cap and consequent rejection of the product,"(25, 29)","['spring', 'valve']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4362,Another worker with a long straight-edge plank screens over the wall to remove any bumps,"(1, 6)","['worker', 'plank']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4363,Because of the air pressure the objects sank into the sand,"(6, 10)","['objects', 'sand']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4364,The current study demonstrates that angiogenesis occurs early following transplantation resulting in a hookup of donor and recipient vessels,"(13, 18)","['hookup', 'vessels']",Other,['Other'],NA
4365,The jar on the left has blackberry jelly the middle jar is relish and the jar on the right is blueberry jam,"(6, 7)","['blackberry', 'jelly']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
4366,As the face of each card is displayed the subject identifies the name associated with the card,"(9, 16)","['subject', 'card']",Other,['Other'],NA
4367,Of these one of the very first that occurred to me was that there is seldom so much perfection in works composed of many separate parts upon which different hands had been employed as in those completed by a single master,"(20, 25)","['works', 'parts']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4368,This means that current flowed out of the pin of the microcontroller,"(8, 11)","['pin', 'microcontroller']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4369,During the great fire of the aftershock in Tokyo in 1923 many Ginkgo trees survived while other trees died,"(3, 6)","['fire', 'aftershock']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4370,Dianetics appealed to a broad range of people who used instructions from the book and applied the method to each other becoming practitioners themselves,"(7, 10)","['people', 'instructions']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4371,The paragraph states that the number of rules is finite,"(1, 5)","['paragraph', 'number']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4372,The town most popular sculpture however is the high-heeled clique of Bost ladies created by Malmo artist Fred Aberg,"(9, 12)","['clique', 'ladies']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4373,He started with the dashboard area of the car as that where so much dust and dirt shows up,"(5, 8)","['dashboard area', 'car']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4374,The major product arose from an attack of aromatic compound,"(2, 6)","['product', 'attack']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
4375,The crust of the planet was flooded with melt and the crater tended to erase itself,"(1, 4)","['crust', 'planet']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4376,There are two important personalities among the pleiad of builders of Bulgaria after the liberation which are opposite to each other in their state-political views and activity,"(7, 9)","['pleiad', 'builders']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4377,Cancer has spread into lymph nodes close to the tumour,"(0, 5)","['Cancer', 'lymph nodes']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
4378,In the known reciprocating hermetically sealed motor compressors the refrigerant gas arrives vaporized from in the shell,"(10, 16)","['gas', 'shell']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
4379,One approach is to have an ensemble of decision trees with each data site contributing its own local decision tree to the ensemble,"(6, 9)","['ensemble', 'decision trees']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4380,Interpolation of the missing samples repairs the waveform with a minimum of distortion,"(0, 12)","['Interpolation', 'distortion']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
4381,The results were obtained after measuring the cell mass in a flask,"(8, 11)","['cell mass', 'flask']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4382,Nearly two-thirds of all burglaries involve forced entry and they succeed partly because of flimsy door locks and mounting hardware,"(15, 16)","['door', 'locks']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
4383,The fable narrates a difference between prehistory and history that is beyond the comprehension of those on either side of the divide,"(1, 4)","['fable', 'difference']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
4384,A couple relaxes with a cup of coffee at one of Alaska fabulous bed and breakfasts,"(1, 7)","['couple', 'coffee']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
4385,We gathered kindling in a grove of tall pines near the cabin,"(5, 8)","['grove', 'pines']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
4386,The DC-DC converter was manufactured in a 130nm bulk CMOS process,"(2, 10)","['converter', 'process']",Other,['Other'],NA
4387,The house is going into foreclosure,"(1, 5)","['house', 'foreclosure']",Other,['Other'],NA
4388,The rod of the damper passes thru the main stem so you need to have a top nut with a hole in it part 110 in the drawing,"(1, 4)","['rod', 'damper']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
4389,A planted bomb put inside a sedan car exploded in front of the fine arts institution at Mansour neighborhood,"(2, 7)","['bomb', 'car']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
4390,The following remarks have special reference to the results obtained in the human lung,"(2, 8)","['remarks', 'results']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
